,CURRÍCULO,CITAÇÕES,AUTORES,TÍTULO,REVISTA,LOCAL,VOLUME,PÁGINAS,ANO_PUB,DOI
879,Edward José de Oliveira,  37,"['DO VALE, ISABELA NATÁLIA PASCOAL CAMPOS', 'SALIBA, JULIANA WILKE', 'FONSECA, GIULIANA SCHMIDT FRANÇA', 'PERUHYPE-MAGALHÃES, VANESSA', 'DE ARAÚJO, FERNANDA FORTES', 'PASCOAL-XAVIER, MARCELO ANTÔNIO', 'TEIXEIRA-CARVALHO, ANDRÉA', 'CAMPOS, FERNANDA MAGALHÃES FREIRE', 'ANDRADE, MARILÉIA CHAVES', 'LULA, JAMILLE FERNANDES', 'REIS, ALEXANDRE BARBOSA', 'LEMOS, ELENICE MOREIRA', 'DE CARVALHO, SÍLVIO FERNANDO GUIMARÃES', 'Oliveira, Edward', 'MARTINS-FILHO, OLINDO ASSIS']","Laboratorial algorithm for serological diagnosis of visceral leishmaniasis using rK39-ICT, DAT-LPC and FC-Simplex IgG1",JOURNAL OF IMMUNOLOGICAL METHODS,,28,112765,2020,
880,Edward José de Oliveira,  27,"['RIBEIRO, C. V.', 'ROCHA, B. F. B.', 'OLIVEIRA, E.', 'TEIXEIRA-CARVALHO, A.', 'Martins-Filho OA', 'MURTA, S. M. F.', 'PERUHYPE-MAGALHAES, V.']",Leishmania infantum induces high phagocytic capacity and intracellular NO production by human proinflammatory monocyte,MEMORIAS DO INSTITUTO OSWALDO CRUZ,,115,02-07,2020,
881,Edward José de Oliveira,   8,"['MAGALHÃES, FERNANDA DO CARMO', 'RESENDE, SAMIRA DINIZ', 'SENRA, CAROLINA', 'GRAEFF-TEIXEIRA, CARLOS', 'ENK, MARTIN JOHANNES', 'COELHO, PAULO MARCOS ZECH', 'Oliveira, Edward', 'NEGRÃO-CORRÊA, DEBORAH APARECIDA', 'GEIGER, STEFAN MICHAEL', 'CARNEIRO, MARIÂNGELA']",Accuracy of real-time polymerase chain reaction to detect Schistosoma mansoni - infected individuals from an endemic area with low parasite loads,PARASITOLOGY,,28,1-9,2020,
882,Edward José de Oliveira,  43,"['Assis TSM', 'COTA, G.', 'GUIMARAES, P. N.', 'OLIVEIRA, E.', 'PERUHYPE-MAGALHAES, V.', 'Gomes', 'Rabello A']",Desafios da implantação de testes rápidos para o diagnóstico da leishmaniose visceral em serviços de saúde de município endêmico para a doença,REVISTA DE APS (IMPRESSO),,22,455-467,2020,
883,Edward José de Oliveira,  60,"['DA CUNHA, GISELE MACÊDO RODRIGUES', 'CARNEIRO, MARIÂNGELA', 'PASCOAL-XAVIER, MARCELO ANTÔNIO', 'DA ROCHA, IARA CAIXETA MARQUES', 'MAGALHÃES, FERNANDA DO CARMO', 'MARTINS-FILHO, OLINDO ASSIS', 'Oliveira, Edward', 'PERUHYPE-MAGALHÃES, VANESSA']",Prospection of immunological biomarkers for characterization and monitoring of asymptomatic Leishmania ( Leishmania ) infantum infection,PARASITOLOGY,,23,1-9,2020,
884,Edward José de Oliveira,  75,"['FERREIRA DA SILVA, PRISCILLA ELIAS', 'JUNIOR, GERSON DOS SANTOS FONSECA', 'AMBROZIO, ROBERTA BIANCHI', 'SALLES TIBURCIO, MONIQUE GOMES', 'MACHADO, GABRIELLY BORGES', 'GUIMARÃES DE CARVALHO, SÍLVIO FERNANDO', 'JOSÉ DE OLIVEIRA, EDWARD', 'JORGE, DAVID CALHAU', 'DE ALMEIDA SILVA TEIXEIRA, LUCIANA']",LeishCare®: A Software Designed for the Management of Individuals with Leishmaniases,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,,103,909-916,2020,
885,Edward José de Oliveira, 180,"['DA SILVA, PRISCILLA ELIAS FERREIRA', 'DOS SANTOS FONSECA JUNIOR, GERSON', 'AMBROZIO, ROBERTA BIANCHI', 'TIBURCIO, MONIQUE GOMES SALLES', 'MACHADO, GABRIELLY BORGES', 'DE CARVALHO, SILVIO FERNANDO GUIMARÃES', 'DE OLIVEIRA, EDWARD JOSÉ', 'DE ALMEIDA SILVA TEIXEIRA, LUCIANA', 'JORGE, DAVID CALHAU']",Development of a software for mobile devices designed to help with the management of individuals with neglected tropical diseases,RESEARCH ON BIOMEDICAL ENGINEERING,,25,e256,2020,
886,Edward José de Oliveira,  66,"['ANDRADE, LAILA DE CARVALHO', 'SANTI, ANA MARIA MURTA', 'ALVES, CERES LUCIANA', 'FERREIRA, WESLEY ROGER RODRIGUES', 'DE ASSIS, ANTÔNIO VINÍCIUS', 'Oliveira, Edward', 'MACHADO, CARLOS RENATO', 'MURTA, SILVANE MARIA FONSECA']",The heterologous expression of Escherichia coli MutT enzyme is involved in the protection against oxidative stress in Leishmania braziliensis,Memórias do Instituto Oswaldo Cruz,,115,e190469,2020,
887,Edward José de Oliveira, 129,"['RESENDE, SAMIRA D.', 'MAGALHÃES, FERNANDA C.', 'RODRIGUES-OLIVEIRA, JAILZA L.', 'CASTRO, VANESSA N.', 'SOUZA, CAROLINA S. A.', 'OLIVEIRA, EDWARD J.', 'CARNEIRO, MARIÂNGELA', 'GEIGER, STEFAN M.', 'NEGRÃO-CORRÊA, DEBORAH A.']","Modulation of Allergic Reactivity in Humans Is Dependent on Schistosoma mansoni Parasite Burden, Low Levels of IL-33 or TNF-α and High Levels of IL-10 in Serum",Frontiers in Immunology,,9,1-14,2019,
888,Edward José de Oliveira,  13,"['TEIXEIRAA, A. I. P.', 'SILVAA, D. M.', 'VITAL, T.', 'NITZ, N.', 'CARVALHO, B. C.', 'OLIVEIRA, D. S.', 'OLIVEIRA, E.', 'Rabello A', 'ROMERO, G. A. S.']",Improving the reference standard for the diagnosis of canine visceral leishmaniasis: a challenge for current and future tests,Memórias do Instituto Oswaldo Cruz,,114,e180452,2019,
889,Edward José de Oliveira,   2,"['SANTOS, A. R. R.', 'SERUFO, A. V.', 'FIGUEIREDO, M. M.', 'GODOI, L. C.', 'VITORIO, J. G.', 'MARCELINO, A. P.', 'AVELAR, D. M.', 'RODRIGUES, F. T. G.', 'MACHADO-COELHO, G. L. L.', 'MEDEIROS, F. A. C.', 'JERONIMO, S. M. B.', 'OLIVEIRA, E.', 'NASCIMENTO, F. C.', 'TEIXEIRA, S. M. R.', 'GAZZINELLI, R. T.', 'NAGEM, R. A. P.', 'Fernandes A P']",Evaluation of three recombinant proteins for the development of ELISA and immunochromatographic tests for visceral leishmaniasis serodiagnosis,Memórias do Instituto Oswaldo Cruz,,114,e180405,2019,
890,Edward José de Oliveira,  34,"['SALIBA, JULIANA W.', 'LOPES, KARINE F.', 'SILVA-PEREIRA, ROSIANE A.', 'TEIXEIRA, LUCIANA A. S.', 'Oliveira, Edward']",Leishmania infantum exo-antigens: application toward serological diagnosis of visceral leishmaniasis,PARASITOLOGY RESEARCH,,2,1-7,2019,
891,Edward José de Oliveira,   5,"['FREIRE, M. L.', 'Assis TSM', 'OLIVEIRA, E.', 'AVELAR, D. M.', 'SIQUEIRA, I. C.', 'BARRAL, A.', 'Rabello A', 'COTA, GLÁUCIA FERNANDES']",Performance of serological tests available in Brazil for the diagnosis of human visceral leishmaniasis,PLoS Neglected Tropical Diseases,,13,e0007484,2019,
892,Edward José de Oliveira, 182,"['ANDRADE, C. P.', 'COELHO, P. R. S.', 'NASCIMENTO, R.', 'MOTA, P. M.', 'ROMANO-SILVA, M. A.', 'ALVARENGA, K. A. F.', 'SCHALL, V. T.', 'PIMENTA, D. N.', 'COELHO, P. M. Z.', 'OLIVEIRA, E.']",Development of a natural molluscicide prototype kit (MoluSchall) for the control of schistosomiasis mansoni transmission,Sociedade Brasileira de Medicina Tropical - Revista,,52,1-8,2019,
893,Edward José de Oliveira,  17,"['CARNEIRO, N. F. F.', 'CALDEIRA, A. P.', 'KATZ, N.', 'Oliveira', 'SIQUEIRA, L. M. V.', 'Oliveira, Edward', 'SILVEIRA, M. F.', 'Enk M.', 'COELHO, P. M. Z.']",Transmission control of schistosomiasis mansoni in a low endemicity area through a single intervention with rigorous prospection of infected cases treated with praziquantel: evaluation after 7 years of intervention,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SÃO PAULO,,61,64e-64e,2019,
894,Edward José de Oliveira,  25,"['SENRA, CAROLINA', 'GOMES, LUCIANA INÁCIA', 'SIQUEIRA, LILIANE MARIA VIDAL', 'COELHO, PAULO MARCOS ZECH', 'Rabello, Ana', 'Oliveira, Edward']",Development of a laboratorial platform for diagnosis of schistosomiasis mansoni by PCR-ELISA,BMC RESEARCH NOTES,,11,455-455,2018,
895,Edward José de Oliveira,  43,"['DA ROCHA, IARA CAIXETA MARQUES', 'DOS SANTOS, LETÍCIA HELENA MARQUES', 'COURA-VITAL, WENDEL', 'DA CUNHA, GISELE MACEDO RODRIGUES', 'MAGALHÃES, FERNANDA DO CARMO', 'DA SILVA, THAIS ALMEIDA MARQUES', 'MORAIS, MARIA HELENA FRANCO', 'Oliveira, Edward', 'REIS, ILKA AFONSO', 'CARNEIRO, MARIÂNGELA']",Effectiveness of the Brazilian Visceral Leishmaniasis Surveillance and Control Programme in reducing the prevalence and incidence of Leishmania infantum infection,Parasites & Vectors,,11,586,2018,
896,Edward José de Oliveira,  43,"['MEDEIROS, FERNANDA ALVARENGA CARDOSO', 'GOMES, LUCIANA INÁCIA', 'Oliveira, Edward', 'DE SOUZA, CAROLINA SENRA ALVES', 'MOURÃO, MARIA VITÓRIA', 'COTA, GLÁUCIA FERNANDES', 'MARQUES, LETÍCIA HELENA DOS SANTOS', 'CARNEIRO, MARIÂNGELA', 'Rabello, Ana']",Development and Validation of a PCR-ELISA for the Diagnosis of Symptomatic and Asymptomatic Infection by Leishmania (Leishmania) infantum,Journal of Tropical Medicine,,2017,1-10,2017,
897,Edward José de Oliveira, 172,"['OLIVEIRA, E.', 'OLIVEIRA, D.', 'CARDOSO, F. A.', 'BARBOSA, J. R.', 'MARCELINO, A. P.', 'DUTRA, T.', 'ARAUJO, T.', 'FERNANDES, L.', 'DUQUE, D.', 'RABELLO, A.']",Multicentre evaluation of a direct agglutination test prototype kit (DAT-LPC) for diagnosis of visceral leishmaniasis,PARASITOLOGY,,24,1-7,2017,
898,Edward José de Oliveira,   3,"['Oliveira, Edward', 'SALIBA, JULIANA WILKE', 'OLIVEIRA, DIANA', 'DIAS, EDELBERTO SANTOS', 'PAZ, GUSTAVO FONTES']",A PROTOTYPE OF THE DIRECT AGGLUTINATION TEST KIT (DAT-Canis) FOR THE SEROLOGICAL DIAGNOSIS OF CANINE VISCERAL LEISHMANIASIS,Veterinary Parasitology (Print),,221,9-13,2016,
899,Edward José de Oliveira,   4,"['ASSIS, TÁLIA MACHADO DE', 'GUIMARÃES, PALOMA NOGUEIRA', 'Oliveira, Edward', 'PERUHYPE-MAGALHÃES, VANESSA', 'GOMES, LUCIANA INÁCIA', 'Rabello, Ana']",Acceptance and potential barriers to effective use of diagnostic tests for visceral leishmaniasis in an urban area in Brazil,Sociedade Brasileira de Medicina Tropical - Revista,,49,241-244,2016,
900,Edward José de Oliveira,   9,"['SIQUEIRA, L. M. V.', 'COUTO, F. F. B.', 'TABOADA, D. C.', 'Oliveira', 'OLIVEIRA, E.', 'COELHO, PAULO MARCOS ZECH', 'KATZ, N.']",Performance of POC-CCA® in diagnosis of schistosomiasis mansoni in individuals with low parasite burden,Sociedade Brasileira de Medicina Tropical - Revista,,49,341-347,2016,
901,Edward José de Oliveira,  22,"['LIMA, B. S. S.', 'ANDRADE, H. M.', 'PIRES, S. F.', 'FIALHO JR, L. C.', 'OLIVEIRA, E.', 'MACHADO-AVILA, R. A.', 'CHAVEZ-OLORTEGUI, C.', 'CHAPEUROUGE, D. A.', 'PERALES, J.']",A Proteomic Road To Acquire An Accurate Serological Diagnosis For Human Tegumentary Leishmaniasis,Journal of Proteomics (Print),,00,00-0,2016,
902,Edward José de Oliveira,  14,"['DOS SANTOS MARQUES, LETÍCIA HELENA', 'DA ROCHA, IARA CAIXETA MARQUES', 'REIS, ILKA AFONSO', 'DA CUNHA, GISELE MACEDO RODRIGUES', 'Oliveira, Edward', 'PFEILSTICKER, THAIS RIBEIRO', 'DE ARAÚJO, VALDELAINE ETELVINA MIRANDA', 'MORAIS, MARIA HELENA FRANCO', 'Rabello, Ana', 'CARNEIRO, MARIÂNGELA']","Leishmania infantum: illness, transmission profile and risk factors for asymptomatic infection in an endemic metropolis in Brazil",Parasitology (London Print),,00,1-11,2016,
903,Edward José de Oliveira,   1,"['COELHO, P. M. Z.', 'SIQUEIRA, L. M. V.', 'GRENFELL, R. F. Q.', 'ALMEIDA, N.', 'KATZ, N.', 'Oliveira', 'CARNEIRO, N. F. F.', 'OLIVEIRA, E.']",Improvement of POC-CCA Interpretation by Using Lyophilization of Urine from Patients with Schistosoma mansoni Low Worm Burden: Towards an Elimination of Doubts about the Concept of Trace,Plos Neglected Tropical Diseases,,10,e0004778,2016,
904,Edward José de Oliveira,  22,"['SIQUEIRA, L. M. V.', 'Gomes', 'OLIVEIRA, E.', 'OLIVEIRA, E. R.', 'Enk M.', 'Rabello A', 'COELHO, P. M. Z.']",Evaluation of parasitological and molecular techniques for the diagnosis and assessment of cure of schistosomiasis mansoni in a low transmission area,Memórias do Instituto Oswaldo Cruz (Impresso),,110,209-214,2015,
905,Edward José de Oliveira,   2,"['DA SILVA, THAIS ALMEIDA MARQUES', 'GOMES, LUCIANA INÁCIA', 'Oliveira, Edward', 'COURA-VITAL, WENDEL', 'SILVA, LETÍCIA AZEVEDO', 'PAIS, FABIANO SVIATOPOLK-MIRSKY', 'KER, HENRIQUE GAMA', 'REIS, ALEXANDRE BARBOSA', 'Rabello, Ana', 'CARNEIRO, MARIANGELA']","Genetic homogeneity among Leishmania (Leishmania) infantum isolates from dog and human samples in Belo Horizonte Metropolitan Area (BHMA), Minas Gerais, Brazil",Parasites & Vectors,,8,226,2015,
906,Edward José de Oliveira,  39,"['ASSIS, TÁLIA SANTANA MACHADO DE', 'GUIMARÃES, PALOMA NOGUEIRA', 'Oliveira, Edward', 'PERUHYPE-MAGALHÃES, VANESSA', 'GOMES, LUCIANA INÁCIA', 'Rabello, Ana']",Study of implementation and direct cost estimates for diagnostic tests for human visceral leishmaniasis in an urban area in Brazil,Cadernos de Saúde Pública (Online),,31,2127-2136,2015,
907,Edward José de Oliveira,   5,"['MACIEL, D. B.', 'SILVA, T. A. M.', 'GOMES, L. I.', 'DE OLIVEIRA, E.', 'TIBURCIO, M. G. S.', 'DE OLIVEIRA, R. F.', 'AVELAR, D.', 'BARBOSA, J. R.', 'FURTADO, E.', 'RABELLO, A.', 'DE ALMEIDA SILVA, L.']",Infection with Leishmania (Leishmania) infantum of 0 to 18-Month-Old Children Living in a Visceral Leishmaniasis-Endemic Area in Brazil,The American Journal of Tropical Medicine and Hygiene,,16,36-42,2014,
908,Edward José de Oliveira,   1,"['Grenfell R F P', 'Martins WH', 'Oliveira', 'Moraes VS', 'Araújo N.', 'OLIVEIRA, E.', 'Fonseca C T', 'COELHO, P. M. Z.']",Schistosomula tegument antigen as potential candidate for the early serological diagnosis of schistosomiasis mansoni,Revista do Instituto de Medicina Tropical de São Paulo (Impresso),,55,75-78,2013,
909,Edward José de Oliveira,  11,"['OLIVEIRA, E.', 'Saliba SW', 'Saliba JW', 'Rabello A']",Validation of a direct agglutination test prototype kit for the diagnosis of visceral leishmaniasis,Transactions of the Royal Society of Tropical Medicine and Hygiene,,5,01-05,2013,
910,Edward José de Oliveira,  23,"['COTA, G.', 'SOUSA, M.', 'Gomes', 'OLIVEIRA, E.', 'Assis TSM', 'NOGUEIRA, B.', 'MENDONCA, A.', 'PINTO, B. F.', 'Saliba JW', 'Rabello A']","Comparison of Parasitological, Serological, and Molecular Tests for Visceral Leishmaniasis in HIV-Infected Patients: A Cross-Sectional Delayed-Type Study",The American Journal of Tropical Medicine and Hygiene,,89,570-577,2013,
911,Edward José de Oliveira,   3,"['Grenfell R F P', 'Martins WH', 'Enk M.', 'Oliveira', 'SIQUEIRA, L. M. V.', 'Moraes VS', 'OLIVEIRA, E.', 'CARNEIRO, N. F. F.', 'COELHO, P. M. Z.']",Schistosoma mansoni in a low-prevalence area in Brazil: the importance of additional methods for the diagnosis of hard-to-detect individual carriers by low-cost immunological assays,Memórias do Instituto Oswaldo Cruz (Online),,108,328-334,2013,
912,Edward José de Oliveira,  76,"['GRENFELL, RAFAELLA FORTINI QUEIROZ', 'MARTINS, WATSON', 'DRUMMOND, SANDRA COSTA', 'ANTUNES, CARLOS MAURÍCIO DE FIGUEIREDO', 'VOIETA, IZABELA', 'OTONI, ALBA', 'OLIVEIRA, ÁUREO ALMEIDA DE', 'SILVA-MORAES, VANESSA', 'OLIVEIRA, EDUARDO RIBEIRO DE', 'Oliveira, Edward', 'LAMBERTUCCI, JOSÉ ROBERTO', 'FONSECA, CRISTINA TOSCANO', 'COELHO, PAULO MARCOS ZECH']",Acute schistosomiasis diagnosis: a new tool for the diagnosis of schistosomiasis in a group of travelers recently infected in a new focus of Schistosoma mansoni,Revista da Sociedade Brasileira de Medicina Tropical (Impresso),,46,208-213,2013,
913,Edward José de Oliveira,  54,"['Grenfell R F P', 'Martins WH', 'Oliveira', 'Barata', 'Ribeiro EG', 'OLIVEIRA, E.', 'COELHO, P. M. Z.']",Antigens of worms and eggs showed a differentiated detection of specific IgG according to the time of Schistosoma mansoni infection in mice,Revista da Sociedade Brasileira de Medicina Tropical (Impresso),,45,505-509,2012,
914,Edward José de Oliveira,  20,"['CUNNINGHAM, J. Hasker E.', 'DAS, P.', 'SAFI, S. E.', 'GOTO, H.', 'MONDAL, D. Mbuchi M. Mukhtar M.', 'Rabello, Ana Rijal S.', 'SUNDAR, S.', 'WASUNNA, M.', 'ADAMS, E.', 'MENTEN, J.', 'PEELING, R.', 'BOELAERT, M.', 'BIMAL, S.', 'GUPTA, A. K. Das VNR Ageed AF', 'GALAL, N.', 'OSMAN, O. S.', 'PANIAGO, A. M. M.', 'SANCHEZ, M. C. A.', 'CELESTE, B. J.', ', et al ']",Global comparative evaluation of commercial immunochromatographic rapid diagnostic tests for visceral leishmaniasis,Clinical Infectious Diseases,,55,1312-1319,2012,
915,Edward José de Oliveira,  46,"['Marques L. H. S.', 'Gomes', 'ROCHA, I. C. M.', 'Silva TAM', 'Oliveira, Edward', 'Morais MHF', 'Rabello A', 'Carneiro M']",Low parasite load estimated by qPCR in a cohort of children living in urban area endemic for visceral leishmaniasis in Brazil,PLoS Neglected Tropical Diseases (Online),,6,e1955-6,2012,
916,Edward José de Oliveira,   2,"['Oliveira, Edward', 'Saliba, Soraya Wilke', 'Andrade, Camila Filizzola de', 'Rabello, Ana']",Direct agglutination test (DAT): improvement of biosafety for laboratory diagnosis of visceral leishmaniasis,Transactions of the Royal Society of Tropical Medicine and Hygiene,,105,414-416,2011,
917,Edward José de Oliveira,  12,"['de Assis, Tália S.M.', 'Braga, Alexandre S. da C.', 'Pedras, Mariana J.', 'Oliveira, Edward', 'Barral, Aldina', 'de Siqueira, Isadora C.', 'Costa, Carlos H.N.', 'Costa, Dorcas L.', 'Holanda, Thiago A.', 'Soares, Vítor Y.R.']",Multi-centric prospective evaluation of rk39 rapid test and direct agglutination test for the diagnosis of visceral leishmaniasis in Brazil,Transactions of the Royal Society of Tropical Medicine and Hygiene,,,156-161,2010,
918,Edward José de Oliveira,  30,"['Luz et al', 'Silva A. R.', 'Silva F. O.', 'Galigiorni R. B.', 'OLIVEIRA, E.', 'Rabello A']",Lesion aspirate culture for the diagnosis and isolation of Leishmania spp,Memórias do Instituto Oswaldo Cruz (Online),,104,62-66,2009,
919,Edward José de Oliveira,  16,"['OLIVEIRA, E.', 'Pedras, Mariana Junqueira', 'Assis, Isabella Elias Morais de', 'Rabello, Ana']",Improvement of direct agglutination test (DAT) for laboratory diagnosis of visceral leishmaniasis in Brazil,Transactions of the Royal Society of Tropical Medicine and Hygiene,,103,1279-1281,2009,
920,Edward José de Oliveira,  44,"['Pedras MJ', 'Viana LG', 'OLIVEIRA, E.', 'Rabello A']","Comparative evaluation of direct agglutination test, rK39 and soluble antigen ELISA and IFAT for the diagnosis of visceral leishmaniasis",Transactions of the Royal Society of Tropical Medicine and Hygiene,,102,172-178,2008,
921,Edward José de Oliveira,  77,"['OLIVEIRA, E.', 'KANAMURA, H. Y.', 'Takei, K.', 'Hirata, R. D. C.', 'VALLI, L. C. P.', 'Nguyen N Y', 'Rodrigues I. C.', 'Jesus A. R.', 'Hirata, M. H.']",Synthetic peptides as antigenic base in an Enzyme-linked immunosorbent assay for laboratory diagnosis of schistosomiasis mansoni,Transactions of the Royal Society of Tropical Medicine and Hygiene,,102,360-366,2008,
922,Edward José de Oliveira,  18,"['VALLI, L. C. P.', 'KANAMURA, H. Y.', 'CORREIA-OLIVEIRA, G.', 'OLIVEIRA, E.']",Characterization of a clone from an adult cDNA library selected with anti-Schistosoma mansoni human antibodies dissociated from immune complexes: A preliminary report,Revista do Instituto de Medicina Tropical de São Paulo,,49,187-189,2007,
923,Edward José de Oliveira, 150,"['OLIVEIRA, E.', 'KANAMURA, H. Y.', 'Takei, K.', 'Hirata, R. D. C.', 'Nguyen N Y', 'Hirata, M. H.']",Application of synthetic peptides in development of a serologic method for laboratory diagnosis of schistosomiasis mansoni,Memórias do Instituto Oswaldo Cruz,Rio de Janeiro,101,355-357,2006,
924,Edward José de Oliveira,   7,"['OLIVEIRA, E.', 'KANAMURA, H. Y.', 'LIMA, D. M. C.']",Efficacy of an enzyme-linked immunosorbent assay as a diagnostic tool for schistosomiasis mansoni in individuals with low worm burden,Memórias do Instituto Oswaldo Cruz,"Online), Rio de Janeiro","100, n.4",421-425,2005,
925,Edward José de Oliveira,  80,"['OLIVEIRA, E.', 'KANAMURA, H. Y.', 'DIAS, L. C. S.', 'SOARES, L. C. B.', 'LIMA, D. M. C.', 'CIARAVOLO, R. M. C.']",ELISA-IgM para diagnóstico da esquistossomose mansoni em área de baixa endemicidade,Cadernos de Saúde Pública,"FIOCRUZ), Rio de Janeiro, RJ-Brasil","19, n.1",255-261,2003,
926,Edward José de Oliveira, 234,"['SOARES, L. C. B.', 'DIAS, L. C. S.', 'KANAMURA, H. Y.', 'OLIVEIRA, E.', 'CIARAVOLO, R. M. C.']",Schistosomiasis mansoni: Follow-up of control program based on parasitologic and serologic methods in a brasilian community of low endemicity,Memórias do Instituto Oswaldo Cruz,"Online), Rio de Janeiro-Brasil","98, n.6",853-859,2003,
927,Flora Satiko Kano,  77,"['LIMA, B. A. S.', 'Fernandes, GM', 'Torres. L. M.', 'PIRES, C. V.', 'ALVES, J. R. S.', 'Moreira-Nascimento, S', 'Nascimento, MFA', 'Afonso, SL', 'Costa, HL', 'Cerávolo, IP', 'Sousa, T.N.', 'SOARES, I. S.', 'NTUMNGIA, F. B.', 'ADAMS, J. H.', 'CARVALHO, LUZIA H.', 'KANO, FLORA S']",Antibody response to a new member of the DBL family (EBP2) after a brief Plasmodium vivax exposure,PLoS Neglected Tropical Diseases,,16,e0010493,2022,
928,Flora Satiko Kano, 362,"['DIAS, M. H. F.', 'Guimaraes, L. F. F.', 'BARCELOS, M. G.', 'MOREIRA, E. U. M.', 'Nascimento, MFA', 'Sousa, T.N.', 'MIDDELDORP, J. M.', 'SOARES, I. S.', 'FONTES, COR J. F.', 'NTUMNGIA, F. B.', 'ADAMS, J. H.', 'KANO, F. S.', 'CARVALHO, LUZIA H']",Impact of Epstein-Barr virus co-infection on natural acquired Plasmodium vivax antibody response,PLoS Neglected Tropical Diseases,,16,e0010305,2022,
929,Flora Satiko Kano,   2,"['ASSIS, GABRIELA MAÍRA PEREIRA DE', 'ALVARENGA, DENISE ANETE MADUREIRA DE', 'COSTA PEREIRA, MATHEUS DE OLIVEIRA', 'SÁNCHEZ-ARCILA, JUAN CAMILO', 'DE PINA COSTA, ANIELLE', 'SOUZA JUNIOR, JÚLIO CÉSAR DE', 'NUNES, ANA JULIA DUTRA', 'PISSINATTI, ALCIDES', 'MOREIRA, SILVIA BAHADIAN', 'DE MENEZES TORRES, LETICIA', 'COSTA, HELENA LOTT', 'DA PENHA TINOCO, HERLANDES', 'PEREIRA, VALÉRIA DO SOCORRO', 'SOARES, IRENE DA SILVA', 'SOUSA, TAÍS NÓBREGA DE', 'NTUMNGIA, FRANCIS BABILA', 'ADAMS, JOHN H.', 'KANO, FLORA SATIKO', 'HIRANO, ZELINDA MARIA BRAGA', 'DANIEL-RIBEIRO, CLÁUDIO TADEU', 'OLIVEIRA FERREIRA, JOSELI', 'CARVALHO, LUZIA HELENA', 'ALVES DE BRITO, CRISTIANA FERREIRA']",Profiling Humoral Immune Response Against Pre-Erythrocytic and Erythrocytic Antigens of Malaria Parasites Among Neotropical Primates in the Brazilian Atlantic Forest,Frontiers in Cellular and Infection Microbiology,,11,678996,2021,
930,Flora Satiko Kano,  59,"['ALVES, JÉSSICA R. S.', 'DE ARAÚJO, FERNANDA F.', 'PIRES, CAMILLA V.', 'TEIXEIRA-CARVALHO, ANDRÉA', 'LIMA, BARBARA A. S.', 'TORRES, LETÍCIA M.', 'NTUMNGIA, FRANCIS B.', 'ADAMS, JOHN H.', 'KANO, FLORA S.', 'CARVALHO, LUZIA H.']",Multiplexed Microsphere-Based Flow Cytometric Assay to Assess Strain Transcending Antibodies to Plasmodium vivax Duffy Binding Protein II Reveals an Efficient Tool to Identify Binding-Inhibitory Antibody Responders,Frontiers in Immunology,,12,704653/10,2021,
